 ,problem,size,size_cat,solver,budget,dist_type,name_type,rep,fx,norm_fx,pheno
2240,Sphere,16,medium,random_search,500,coarse,lin,0,2.4198090834013413,0.5462932381845902,"[0.1504848859809269, 0.11027485980359786, 0.6758253994543195, 0.7294888492217813, 0.15815892459305503, 0.11374589753283892, -0.6552267158100797, 0.43221215805185853, 0.4613429319873432, -0.0907534801672194, 0.49541956736428916, -0.225236507930904, -0.3038260343672232, 0.17929538750885476, 0.21400255540474244, -0.23351102037774396]"
2241,Sphere,16,medium,random_search,500,coarse,lin,1,2.5359636636666845,0.5245146115798249,"[0.3344266897874224, -0.20866273446088113, -0.4671772233711333, -0.2238353101640207, 0.11629209539593144, 0.8611851322801547, 0.5587663921559665, -0.12401421927574185, -0.15966157742723297, -0.10066251093147871, -0.446401771337827, -0.22619803886185563, -0.3502140773961284, -0.19459183906988686, -0.14429839119754728, 0.7497063803036488]"
2242,Sphere,16,medium,random_search,500,coarse,lin,2,1.8532388479335813,0.6525234150354625,"[-0.2145004623634157, 0.016404810190460806, 0.6362424831715576, -0.46775645505242536, 0.1405770452444557, 0.719327217613764, 0.11228078439564104, 0.04385109045695468, -0.023722029418193458, -0.05558829145836208, 0.1262399850105429, -0.26238982568100555, -0.6460154521663497, -0.2954448160805967, -0.12221134204063633, 0.15374744110019645]"
2243,Sphere,16,medium,random_search,500,coarse,lin,3,1.612396653942507,0.6976805857782941,"[0.03103893067150909, 0.419166059368143, 0.18051524930521579, -0.7785082275627759, 0.07251466468892898, -0.015484909340085284, 0.48893955732574756, 0.23508287261395533, 0.17805082007217687, 0.3240355309141383, 0.021133054184526268, -0.3248394392533611, -0.29457222319984666, 0.30140653626723646, 0.2539891898500273, -0.11158243864910466]"
2244,Sphere,16,medium,random_search,500,coarse,lin,4,2.161147609364561,0.5947914691386905,"[0.2889361038012197, 0.09148997574261197, 0.11371492122580928, -0.3575585429983874, -0.13284984048057535, -0.061010248848378135, -0.4454555957281092, 0.37554919797313047, -0.03281035731963522, -0.06964892492878083, -0.6321202513294899, 0.40269927727063526, -0.36932342907170934, -0.2837774824415247, 0.07578445248430365, -0.881664197873554]"
2245,Sphere,16,medium,random_search,500,coarse,lin,5,2.5309616080269812,0.5254524816301019,"[0.14249090266736153, 0.2957769281957021, -0.18526115871996618, 0.3403648997008015, -0.08955044890662744, -0.6878810333785446, -0.30173857115165315, 0.40591985071100667, 0.021199156095326632, 0.5648894932727104, -0.07278256881267997, -0.011659375630307833, -0.4083430907027392, -0.6380593790859814, -0.6982223768546163, -0.38681543706586563]"
2246,Sphere,16,medium,random_search,500,coarse,lin,6,1.8059444685649735,0.661390965728858,"[-0.021108146557851537, 0.5090410656043494, -0.14021315034541848, -0.2616793829868682, 0.6996286582157016, -0.4957831043625487, 0.03812956709323401, -0.4152247721164013, -0.13935531331182172, -0.1592620548872734, -0.3082823559960044, 0.32477827406343973, 0.10750983353600851, 0.46645653803757803, 0.11338151705825306, -0.24858596421675738]"
2247,Sphere,16,medium,random_search,500,coarse,lin,7,1.8923365815637239,0.6451927102119567,"[-0.3039176607423606, 0.05413951193788824, -0.21399951274906237, 0.42672974665270647, -0.6178063537028766, 0.28818284439590913, 0.4723593086560749, 0.2091977212042675, 0.33507632746992555, 0.0733168175046146, -0.23841635372897274, -0.08153391910255459, -0.5681400198141393, 0.5440317815969573, -0.19265301090178766, -0.02267055122589756]"
2248,Sphere,16,medium,random_search,500,coarse,lin,8,1.6921125246355213,0.6827341051631434,"[0.0829479870654195, 0.06695379904431231, 0.41655676280018095, -0.28393742487368856, 0.4879457205287254, -0.43237877624159493, 0.19069683616902044, -0.6315067138050914, 0.5631590418031414, -0.018262867490512535, -0.14216391612860435, -0.38169441283769134, 0.16214408884719123, 0.1993912232218762, -0.014990694351099787, 0.129405459169454]"
2249,Sphere,16,medium,random_search,500,coarse,lin,9,2.2734087989456606,0.573742841314386,"[0.16931415044655718, 0.23108824584939747, 0.23109562678400608, -0.045709098760679634, -0.17284892246081385, -0.5023332617348093, -0.8096391817801536, 0.5875409521789239, 0.15569242121971016, 0.4649570345545502, 0.18506046008031385, 0.5599915374858297, -0.30426104738355764, -0.039745734973803515, -0.09027293890378241, 0.40291812661450455]"
2250,Sphere,16,medium,random_search,500,coarse,lin,10,1.797203790497621,0.6630298159874228,"[0.5612114163569355, 0.14809644796407784, -0.29863122562166655, -0.10896808766050103, -0.3345348563020947, -0.057945525496602146, 0.2731489309827, -0.5114658636495006, -0.354031333503813, 0.49395427898196376, 0.3233170886051042, 0.17326528532775298, -0.36420781869517715, 0.5020990278486164, -0.05142287235455911, 0.12845430722577378]"
2251,Sphere,16,medium,random_search,500,coarse,lin,11,2.6343451239672073,0.5060683903131127,"[0.18281349888216858, -0.035168164427625825, -0.42256504718367416, -0.1765650698681578, 0.11873234634522345, 0.0467599585334777, -0.05493921612553154, 0.5443793630538651, 0.1995839166886284, -0.2186593393206664, 0.6433718000557094, 0.06202612498362692, 0.770258839485358, -0.7650016888238509, 0.618988219172734, -0.08489519823769043]"
2252,Sphere,16,medium,random_search,500,coarse,lin,12,1.955634760696544,0.6333244962771633,"[0.45292654808531063, -0.5712937465195134, -0.35006570274882254, 0.2407734741970613, 0.16931492014852445, -0.422926994305415, -0.6494119878076825, -0.3092122033135085, 0.2174099129311562, -0.08963049885842067, -0.09530542715714896, 0.032525881690337766, -0.5735554052227936, 0.015363050962739822, 0.060562526723149324, -0.34699221128498214]"
2253,Sphere,16,medium,random_search,500,coarse,lin,13,2.559012747250325,0.5201929792877241,"[-0.7575867484080612, -0.03724495944717976, -0.055403119410940116, 0.2912189762213513, 0.10422238769169945, 0.014852639418404756, -0.6684233643360267, 0.129507159217517, 0.5523494341461939, 0.3172483206864307, -0.04478422148921113, -0.6859301074956594, 0.38342389697531076, 0.4651246304877086, 0.35927520777072575, -0.22469860043589795]"
2254,Sphere,16,medium,random_search,500,coarse,lin,14,1.809135728676523,0.6607926142716073,"[-0.46466071107237394, -0.09064200404188649, 0.010639123939795603, -0.4319676650848798, -0.03933400256375719, -0.25709224333560865, -0.042740833434246284, 0.36657864134442897, 0.3966027631559881, -0.4064254166758383, -0.27606654784528084, -0.21269426287630866, -0.20023404827503133, -0.7447067429218759, -0.3047968347925176, 0.2508800178383348]"
2255,Sphere,16,medium,random_search,500,coarse,lin,15,2.20117893488328,0.5872857187070296,"[-0.5764625641125256, -0.5367856676059057, 0.31137526727262066, -0.23837354956961798, -0.7093837754400614, -0.23591760014412633, 0.5559503756835544, -0.20555095584719774, 0.35015904977996515, -0.4133122923855139, -0.12893833347543482, 0.30843866613264304, -0.12436923179820925, 0.19550319118108006, -0.08214676874368276, 0.2260637218612156]"
2256,Sphere,16,medium,random_search,500,coarse,lin,16,1.9377018912186632,0.6366868541576581,"[0.6875765806114988, 0.08931210443811977, -0.5299993870059743, 0.4577926618945678, -0.4187676017922748, -0.12777381436797586, -0.2855465152301544, -0.2628710329397861, 0.022136175845039352, -0.14311534249438518, -0.2747891529853401, -0.6249108062299296, -0.06904354807481838, 0.13124161729844053, -0.1945776958826686, -0.2780527107913473]"
2257,Sphere,16,medium,random_search,500,coarse,lin,17,1.5457832813109569,0.7101703882993184,"[0.10079247932000057, -0.5643041705774909, -0.5110587102216333, 0.38409049712809473, -0.12777151334934822, 0.24046703537546632, -0.34746798122179356, -0.19195587992006002, -0.2845146975842445, -0.00167589682555902, 0.11103933710527603, 0.5585891158868996, 0.1332071746762611, 0.24109991436615896, -0.28864054420597896, 0.11071491445559545]"
2258,Sphere,16,medium,random_search,500,coarse,lin,18,2.2894740281964645,0.5707306602331583,"[0.022873989456307697, 0.1673077669971701, 0.2081529728808671, 0.1511542467539062, -0.35253058152473904, -0.28675595325688286, -0.0813066371586817, 0.4535965204978163, -0.5264953659268696, -0.9262798175930511, -0.6691443560194428, 0.341896869458276, 0.1578635324729356, 0.2000534246076291, -0.08429641989457792, -0.06347306383258156]"
2259,Sphere,16,medium,random_search,500,coarse,lin,19,1.887251937541269,0.6461460653300263,"[0.025135644477132457, 0.09135724460008476, -0.12046752025807095, 0.6029436407972946, -0.3878785755103784, -0.17908219184997787, 0.013479596733711574, 0.08374958331399585, 0.689344921780839, 0.307464512199203, 0.07358052074889287, 0.448910085602378, -0.5332966642336399, -0.3908523661819112, -0.081032204932729, 0.3001704389939075]"
2260,Sphere,16,medium,random_search,500,coarse,str,0,2.0274662241652504,0.6198563177706842,"[0.3499425584304947, 0.8413104834029412, -0.29593743701889896, -0.2277171591548366, -0.04806899855568991, 0.1374685353814551, -0.2233765382165913, -0.09581241498067494, -0.06250486805068967, 0.16963045477465455, -0.12367998072096942, -0.035350175866569744, 0.4321818188715234, 0.2534311653092949, 0.2796258211879059, 0.7739876636455687]"
2261,Sphere,16,medium,random_search,500,coarse,str,1,2.048311193844452,0.6159479500576424,"[-0.5159569399949788, -0.5584241515491397, -0.1792407467706023, 0.47723024653585777, -0.5700332182286891, -0.2985446604319406, -0.33440795136553225, -0.0341213451513902, -0.006483607647238765, 0.15123485231554867, -0.0730419585070643, 0.12280949400106933, -0.640970961486192, -0.47501676728735753, 0.023190467153721972, 0.05452153153273298]"
2262,Sphere,16,medium,random_search,500,coarse,str,2,1.8028269252534537,0.6619754955127949,"[0.48501092973412496, 0.2620117470717551, -0.4702839461767345, -0.26448181400869974, 0.4597072570265903, -0.17376575525792815, -0.3558399884337311, -0.07298644164302415, -0.4099882137405535, 0.24728801973994807, 0.3745466942967819, -0.18137999323400145, 0.3482367908043553, -0.41333256539383023, -0.35435296178581677, 0.11935161474181144]"
2263,Sphere,16,medium,random_search,500,coarse,str,3,2.379860243349447,0.5537835228448782,"[-0.1399150085699854, -0.5360024233523801, -0.17119253602021045, -0.04343213032455573, -0.09725095513420334, -0.5090728031892009, -0.5422234399410801, -0.05489259210843067, 0.09311205207629403, -0.7370595578580035, 0.6754635222652745, 0.007988870621233657, -0.4272801223720346, 0.020873337226927413, 0.5295522824418193, -0.06699867002171844]"
2264,Sphere,16,medium,random_search,500,coarse,str,4,2.3670031730076215,0.5561941839963039,"[-0.41250119388100037, -0.25210823284581063, 0.08308052878704153, 0.4642684976107785, 0.2633915192565126, 0.15077754380328745, -0.9083681878833929, 0.7150726856751404, -0.049179300916825985, -0.24800093483219543, -0.07941437233836734, 0.36157921639381074, -0.10912333588502765, -0.03744181046362738, -0.42914904496456097, -0.2895188425335571]"
2265,Sphere,16,medium,random_search,500,coarse,str,5,2.1760932991511144,0.5919891982642366,"[-0.3950156429568048, 0.06003309673311641, -0.45677292324061813, 0.7250181143166554, -0.12125999348996408, -0.2551388908468757, 0.2978947521925559, -0.31886809369849045, -0.6456761653460719, 0.24653493939465543, -0.17432684295602696, -0.6212141628999504, -0.021142669265719283, -0.3309556859813241, -0.04450878618221421, 0.07750763041326114]"
2266,Sphere,16,medium,random_search,500,coarse,str,6,1.9574826051328265,0.6329780311277945,"[0.1727936695739336, -0.297458651163077, 0.28340620687811824, 0.41216402205245006, -0.11990130767182672, -0.7587196933025133, -0.3246912077500941, -0.30471031529972303, 0.1977132917847304, -0.6952195204478397, 0.05365067661239209, 0.13739812477462388, 0.003881703145034221, 0.19880682998406907, 0.4633400024397403, 0.047326980221591874]"
2267,Sphere,16,medium,random_search,500,coarse,str,7,2.393640010549568,0.5511998588699711,"[0.46597445563525564, -0.4998719649785657, -0.05227204450382317, -0.027154989701431598, -0.5979455892839807, 0.08289759538310393, 0.39509164923996765, -0.05058689550981721, -0.11773938512465354, -0.26877495708381316, 0.21693830438466488, -0.9561840421818191, 0.43007454231590936, 0.15482477980958564, -0.3532684729929565, 0.13752295157800742]"
2268,Sphere,16,medium,random_search,500,coarse,str,8,2.222118753938148,0.5833595670277284,"[-0.3186656330955886, 0.15607890702300198, 0.21697054748186662, 0.4564549090256922, 0.01773708818137676, 0.0952499802506459, 0.5490826290892539, -0.9495100963393259, 0.3302122203843598, -0.37573278114390063, -0.49977369342351485, 0.1313570307196359, 0.009083911979341108, 0.11716267591448992, -0.30942844238863065, 0.03918548691946189]"
2269,Sphere,16,medium,random_search,500,coarse,str,9,1.9712694356846168,0.6303930427961704,"[0.10080021981803977, 0.5346152715604051, -0.47760175195945265, 0.41331243630722536, -0.08651229586944176, -0.1095853575962158, 0.1787281751818801, 0.38693481988598477, -0.17840536698058873, -0.1782274164716664, -0.38687830704797554, -0.5199519617518467, -0.256817200400532, 0.5552274259853196, -0.39858773406298, 0.24183860578017757]"
2270,Sphere,16,medium,random_search,500,coarse,str,10,1.9203849299200857,0.6399337311485556,"[-0.36138055635264976, 0.23194993066636815, -0.03906366828429797, 0.24803222814689097, 0.04687042832422117, 0.8122886756261587, 0.35951500997673835, 0.37231222209509873, -0.08123823887986181, -0.44155979260506206, 0.2995252777562909, 0.6111105422423007, -0.027726061521651912, -0.13648274906211055, -0.2339054597173642, -0.06489149290986873]"
2271,Sphere,16,medium,random_search,500,coarse,str,11,2.372845458961081,0.555098773346048,"[0.5020783632439632, -0.4083118170716482, -0.3162224748034308, -0.15614039482621433, -0.21216517167136528, -0.16572120248601085, 0.3172846415728843, 0.38918199782660023, 0.015517727762778488, 0.083127771907334, -0.791765976581942, 0.16256251057286675, 0.8003604516692531, -0.05209670551594292, 0.43717750414322576, 0.10085615577236884]"
2272,Sphere,16,medium,random_search,500,coarse,str,12,1.8783669806983967,0.6478119674153192,"[-0.37327982272854054, 0.14178629813798338, -0.2783783709728245, 0.3670140602839973, -0.16464153784190283, 0.20658698479793358, 0.1253527942612287, 0.14489250498552741, -0.2671712162076789, 0.32411201682638024, -0.5033212411124268, 0.3010453334839025, 0.7360698857458015, 0.2469255069447036, 0.5263032523219668, -0.009163201130529819]"
2273,Sphere,16,medium,random_search,500,coarse,str,13,2.1530550637246018,0.5963087965602359,"[0.11852887010779933, 0.16607841999295814, 0.3477433163856902, 0.7337273886655895, 0.17701380521445143, -0.4196412578967339, -0.12255249399439494, 0.10193421570268169, -0.6198789475380213, 0.04889253256553072, -0.3215180557074102, 0.38458772698511523, -0.14033122501685913, 0.062232973854039475, -0.4338588496639264, -0.6079300922164708]"
2274,Sphere,16,medium,random_search,500,coarse,str,14,2.4019416722399414,0.5496433228320403,"[-0.3809535629930567, 0.06452429577730467, 0.7710343724463731, -0.08360973961705742, -0.10001490224247611, 0.7388962261061276, 0.14207957334441423, 0.07684318808592727, -0.2675258372732152, -0.25126210432264795, -0.3621796676940483, -0.5416067917448479, 0.002315963388429765, -0.6515926085162516, -0.20148296657206388, 0.21146526838390733]"
2275,Sphere,16,medium,random_search,500,coarse,str,15,2.1336050025670437,0.5999556232150492,"[0.13420590901113916, -0.12861155635238974, 0.13173533376414182, 0.22707820928305122, 0.19500115611624147, 0.5192485838160588, 0.2823205299732934, 0.4605892421727238, -0.14931692814406095, -0.1206824279238583, 0.5266927606863043, -0.04926020457177205, -0.6530864135558923, 0.08204090470903713, -0.45895986909540687, -0.6856047681361837]"
2276,Sphere,16,medium,random_search,500,coarse,str,16,1.861751258813946,0.6509273641724977,"[-0.0803073405095962, -0.275679999722785, -0.15106780248746787, -0.0032879769086844313, 0.6425478223567029, 0.23892542072506529, 0.11720101994619436, -0.31866680177051276, 0.35709450690547784, -0.16976377314580438, -0.32684538947209507, -0.07425638535390333, 0.8126209579805279, -0.02223626103937315, 0.19478630696335997, -0.4514038575611319]"
2277,Sphere,16,medium,random_search,500,coarse,str,17,2.5411884805896396,0.5235349744739669,"[-0.48576141153288144, 0.17127155224983137, 0.16153424504546154, -0.34933026307257586, -0.04005053428585903, 0.45669341113593, 0.5367046862521114, -0.4437594096574049, 0.5924198253747452, -0.4294617383844439, -0.11218873144485064, 0.14590305999107755, 0.4922785730865711, 0.33400203055900457, -0.5549604329641713, -0.4488528827396643]"
2278,Sphere,16,medium,random_search,500,coarse,str,18,1.9206227426567408,0.6398891419917471,"[0.48615459074784506, -0.5680275645421411, 0.19800891007828914, -0.4291361296004712, -0.12112750522168314, -0.13899192252645132, 0.23205690764799392, 0.18050358595556726, -0.3484169111220914, -0.37567627630201805, 0.5471963587522011, 0.03246406362590526, 0.5541613602732458, 0.37298468539651286, -0.025498129357753863, 0.08925185680108294]"
2279,Sphere,16,medium,random_search,500,coarse,str,19,2.5512029831200382,0.5216572860458069,"[-0.47147455904225044, -0.10235328124773635, 0.06709181823165555, -0.26586194734025814, -0.8035639359000797, 0.5107353176584088, 0.13997764798005852, -0.2676332194420483, 0.11655432975989655, -0.1518623158538368, -0.33576206723167035, -0.2767877577392339, -0.010987869570386666, -0.9089039034187356, 0.42966502534739015, 0.09291942643082707]"
2280,Sphere,16,medium,random_search,500,fine,lin,0,2.15679383707962,0.5956077880535307,"[0.2016163032886762, -0.5339725842304832, 0.050063893357987777, -0.41815218885252015, 0.12438465776433816, 0.5239993227650628, 0.4881008911238469, -0.25758833525637037, 0.09956698695903476, -0.5074533034770685, 0.043345721535361426, -0.500932933126212, -0.11301925629621534, -0.01819079994797068, 0.7187461493156937, -0.09530945711691396]"
2281,Sphere,16,medium,random_search,500,fine,lin,1,2.259543393130779,0.5763425622662075,"[0.25061488127485787, -0.41342908445643456, -0.46890551231654864, 0.00918921335809908, -0.513819002894655, -0.014265065610070682, -0.3624128035999097, -0.11985124516804024, -0.09923213425189292, -0.021622482730118575, 0.879137846192354, 0.33466552677410233, 0.2437974640817393, -0.5772740052499024, -0.14893185457444758, 0.2930396403554454]"
2282,Sphere,16,medium,random_search,500,fine,lin,2,1.9603295903014843,0.6324442301636323,"[0.6460268512509544, 0.2753606255269976, 0.21309989909674298, 0.2535275710209903, -0.2635840283812223, -0.8495107411875968, 0.2026447894105743, 0.05552612155114689, -0.05048112046393238, -0.21064638785286838, 0.04213490242176032, -0.2692628914427011, -0.5440390108856639, -0.18700636590557562, 0.2644572597407484, 0.009431845899808833]"
2283,Sphere,16,medium,random_search,500,fine,lin,3,1.9441675877377056,0.6354745559434484,"[-0.006699757736555956, -0.5828980849863712, -0.24199037453612138, -0.17360664194466602, 0.5413830067318428, -0.38630386593217314, 0.29821741418119396, -0.27562127665689506, -0.005385305382730854, -0.489483742506168, 0.21902268768508137, 0.30457732397317816, -0.6389667924760862, -0.014343158573019377, 0.21644998966986972, -0.26968585265866474]"
2284,Sphere,16,medium,random_search,500,fine,lin,4,2.5138697357661055,0.5286571551186171,"[-0.5104703463746547, 0.3405245207960115, 0.20573122992640713, -0.438206503400834, 0.05589163615615944, 0.7962099264065499, -0.34066471174992086, 0.5867902968336243, 0.36430940488134267, 0.017215657296444586, -0.5684597557591544, 0.40102730638917494, -0.07492920936939496, 0.3924526220520588, 0.1486833767540907, -0.08249729674886841]"
2285,Sphere,16,medium,random_search,500,fine,lin,5,2.0301247496802497,0.6193578524120376,"[0.15963014325078695, -0.07648042747909067, -0.37593424752338156, -0.8553334711397147, 0.48628436335973113, -0.37016599956072915, 0.1710740836891529, 0.2843402211404775, 0.4161999888431689, 0.08084273468731906, 0.2724250803864108, 0.0008728123616590366, 0.3243256826488541, -0.025348922057717216, 0.5066132737318485, -0.16062335792863003]"
2286,Sphere,16,medium,random_search,500,fine,lin,6,2.344345660613169,0.5604423978945796,"[-0.4361916322843127, 0.09778059406351014, -0.12515494893451717, -0.46040529879983527, 0.7983137233272513, 0.009923654712207908, -0.029435185263979813, 0.5425133701251545, -0.37680443734152, 0.20346307387414364, -0.22020638472805198, -0.05388400245648439, 0.0705031290365119, 0.8506367105312698, -0.1386863502112048, -0.04163720231937984]"
2287,Sphere,16,medium,random_search,500,fine,lin,7,2.096019644796293,0.6070027622157308,"[0.09058031733971172, -0.26178711232758567, -0.3932246137416071, -0.36178742224881044, -0.27299898439361003, -0.35117828454474664, 0.013763815318480921, 0.23140012521238829, -0.19759096846252744, 0.5042793300646617, -0.22450806622679553, -0.7523007957173922, -0.1446964068985519, 0.12505574605811187, -0.17167469292273885, -0.7116376513593952]"
2288,Sphere,16,medium,random_search,500,fine,lin,8,1.6824128237921254,0.684552769243059,"[-0.08643131091425005, 0.2813469235363242, 0.637786702862281, -0.2853103260644416, -0.27073394365957304, -0.5288722407605959, 0.024945996063419296, -0.02783025887986046, 0.4427256721278432, -0.09596397242334942, -0.3294418866932951, 0.3800490708265567, 0.31699131363984545, -0.1101342056274639, 0.40211879806457573, -0.14393066883840078]"
2289,Sphere,16,medium,random_search,500,fine,lin,9,1.7153066532345562,0.6783852773766941,"[-0.2619188835846442, -0.08356514387148484, 0.36764205010554285, -0.6797540896864112, 0.15198366112267925, -0.18810374503855676, 0.30026904603288673, -0.6241270497069946, -0.24611565314057327, -0.04187131383508991, -0.5412714045160687, 0.1543137421450831, -0.002628146342571247, 0.10668391747946537, -0.2678444536243212, -0.20512189025952243]"
2290,Sphere,16,medium,random_search,500,fine,lin,10,1.9545107750695005,0.6335352401257879,"[-0.8307610807135442, -0.42980513180680213, 0.05584761513562264, -0.003700495424528105, 0.28425726549108776, 0.13811097384942728, -0.584214154839237, 0.37279612577951693, -0.007593098461908365, 0.019924001593655705, 0.10632857087490954, 0.12533620213287633, 0.28742638068827064, 0.11971225265579255, -0.5385873537692276, -0.286061010299127]"
2291,Sphere,16,medium,random_search,500,fine,lin,11,2.135899226285632,0.5995254633229401,"[0.2227403615438066, 0.17713603586388293, 0.5765379170252358, -0.09526391438859205, -0.5829786101468917, 0.6196764095385132, 0.21214343606673958, 0.14036798399979822, 0.11069913615602989, -0.19627981924046178, -0.05598517896457844, 0.5914731685734176, 0.005568076296881941, -0.2361188060095396, -0.26224444608216047, 0.6297273372869829]"
2292,Sphere,16,medium,random_search,500,fine,lin,12,2.1954519821729788,0.5883595047288627,"[-0.5474257959775315, -0.48166070945759776, -0.3424114316977638, -0.13863591541825504, 0.24536068533379107, -0.08688848496213986, 0.4934919043661681, 0.36623453754275626, -0.25291999643134266, -0.06618898725648537, 0.6889948655303739, 0.02787374928090136, -0.537013098402743, -0.32822404579199627, 0.3248355587721754, -0.19086213598908586]"
2293,Sphere,16,medium,random_search,500,fine,lin,13,2.012941600450187,0.6225796400515832,"[0.35922325669191557, 0.001261720549536216, 0.198571412774039, 0.09030598317026217, -0.489532086152773, -0.168246849038292, -0.6129755309697853, -0.3445914153470653, 0.2783434286710116, 0.5296057252463857, 0.3209002182970686, -0.2843048444824334, 0.14578533300443208, 0.022872209645017794, 0.026490102438279983, -0.7138909322122435]"
2294,Sphere,16,medium,random_search,500,fine,lin,14,2.315696078129845,0.5658141065078895,"[0.40848539908661863, -0.35999693254323883, -0.3676132388736193, -0.350885454796118, 0.8330677493030931, 0.3234223361420241, -0.28365514836855366, -0.3591105468538358, 0.03806162358029619, 0.29889301340206265, 0.3539154463236944, -0.36485226567080886, 0.5771643756656062, -0.2534139682351946, 0.07766479777883184, 0.02061899434078107]"
2295,Sphere,16,medium,random_search,500,fine,lin,15,2.412264490557791,0.5477078261418564,"[-0.5728836862912399, 0.10128757736461447, -0.35655936683590106, 0.25748730941958553, -0.27154051346262675, -0.24616939467151755, -0.3942942604139834, 0.4988475131932044, -0.20106824896363662, -0.06243330045416218, 0.3936692888147466, 0.1766533770484644, 0.4146687639223392, -0.49491307131791373, 0.049272265005027016, -0.8318050887815516]"
2296,Sphere,16,medium,random_search,500,fine,lin,16,2.2834844940278676,0.5718536794709392,"[0.06826950264281573, -0.010244167376189717, -0.4668836656618083, 0.07393061097093256, -0.28141819720859207, 0.40759898202219635, 0.3668529545317012, 0.27572840124876485, 0.007879732348129442, -0.10587214549028356, 0.22862194079616915, -0.7332076788555231, -0.32940355533459864, 0.7791634461791466, 0.4343197993470398, -0.30653515369252093]"
2297,Sphere,16,medium,random_search,500,fine,lin,17,2.162347575631266,0.5945664791537827,"[-0.1143601524854716, 0.5415836407686008, -0.3077901626968764, 0.3995149862005707, 0.04359716884390208, -0.047048871420805494, -0.11247526847180933, -0.10325662004303471, 0.6207712270192884, -0.29214912880522936, -0.8142188815711369, -0.12167492017935788, -0.3185068598615799, -0.04334912555147841, -0.3206376582091599, 0.46859692735866165]"
2298,Sphere,16,medium,random_search,500,fine,lin,18,1.5218488516137108,0.7146580202651313,"[0.057600455833349606, 0.22921768627649097, -0.111029249580612, -0.3502560673078461, -0.08591144730879452, -0.16121567535702286, -0.4508493128353346, 0.29363827537051224, -0.5153648888886075, -0.05782013780998296, 0.42891286272557116, -0.3361729686755148, -0.0851843953194289, -0.6478896869157136, 0.06564240123943277, -0.1042817139854535]"
2299,Sphere,16,medium,random_search,500,fine,lin,19,2.0762194868182866,0.6107152309477711,"[-0.4103864987627346, -0.3920769490804832, 0.5215559895223503, -0.08218067174387089, 0.21076141111465918, 0.01675422364539081, -0.17729370003705824, -0.5061634649910651, -0.3615171683429863, 0.49386304542922055, 0.28502933480014825, -0.5912973474067458, 0.07295896064859697, 0.2040927640134056, -0.30970465621903354, -0.44114021569933537]"
2300,Sphere,16,medium,random_search,500,fine,str,0,1.5889322246534139,0.702080094112909,"[-0.6055845327623048, -0.18537586860122168, -0.08748416434063788, -0.06258544950020095, -0.19982960418617046, -0.0026181317174498453, -0.3054806801370282, -0.36400365752996766, 0.45123561679155655, 0.1707058121962608, -0.20066716713635868, 0.2602556635190749, 0.13739531776032932, -0.37801258995599407, -0.04463644265417854, 0.637174506833553]"
2301,Sphere,16,medium,random_search,500,fine,str,1,2.3788156058400434,0.5539793891654543,"[0.5703039721774656, 0.5339413896617182, 0.25568694039701234, -0.37955437040583684, -0.5518483828043108, -0.0035615851957939704, -0.5715867432841784, 0.30623100927440783, 0.5895739713912593, 0.33564083621121954, 0.4504097730460348, -0.2682642694391675, -0.18262035106200192, 0.04791847912573144, 0.01697769438177854, -0.25095527767061765]"
2302,Sphere,16,medium,random_search,500,fine,str,2,2.0642401643662307,0.6129613170690883,"[0.2240714408296487, 0.025711615707185276, 0.21053164529450452, 0.6559299560614629, -0.15761103625476958, -0.5769957735399518, -0.15242576550195475, -0.03922647585301675, 0.1036769239843478, 0.5647563516118008, -0.6798983899359536, 0.09380241044402338, 0.293312765426893, 0.518366015832459, 0.027165238731579056, -0.0057170628151894665]"
2303,Sphere,16,medium,random_search,500,fine,str,3,1.9028886774213265,0.6432142246881363,"[0.5528432287266727, 0.3726856438055419, -0.4774994378274442, -0.39470419403352985, 0.2882453839255352, 0.04073289395123858, -0.5371438066742795, 0.18724031356458304, -0.1596621424974014, -0.0023518072627863873, -0.06421656237544804, 0.007551297154754888, 0.09694662509892749, -0.009861979751712768, -0.0033810274664332063, 0.7918640710111888]"
2304,Sphere,16,medium,random_search,500,fine,str,4,2.213134870775684,0.5850440174937296,"[-0.8757891464441558, -0.06510593111363594, -0.2853974631632832, -0.731972212657821, -0.08094095919292821, 0.3232850697348697, 0.1423804495538672, 0.1250489562871986, -0.483877827804027, -0.14456669635527364, 0.4830958829421148, -0.19413056235905302, 0.20142588219719393, -0.09296454237130103, 0.31794560177662845, -0.03564451129505053]"
2305,Sphere,16,medium,random_search,500,fine,str,5,1.9752873111846356,0.6296397034955638,"[-0.3136177000060818, 0.17685176758452803, -0.004955301603455142, 0.22540635053447255, 0.3370509800012451, 0.5846443257122529, -0.3991651898146864, -0.3720061086660573, 0.035909093573408324, -0.07447876313479962, 0.3142083617418372, -0.7036034930977488, -0.5238321361708471, 0.10142688327354388, 0.03372314376430152, -0.39400798252582936]"
2306,Sphere,16,medium,random_search,500,fine,str,6,1.9891347976101996,0.6270433423741342,"[0.11854172840228205, -0.6377399127226373, -0.05120903989872572, -0.10411532029740456, 0.22002559346826356, 0.14746934350050345, -0.40152791078688654, 0.32394037146235855, 0.35702664668569617, -0.5237730942692067, -0.3728665101928328, -0.2835736393803845, -0.15153981063118915, 0.6215031427269475, -0.1289701218359376, -0.41409432592319106]"
